mapping_id,system_id,business_service_id,regulation,obligation,applicability,criticality,evidence_required,current_evidence_quality,compliance_exposure_score,audit_defensibility,jurisdiction
REG00019796,SYS0003430,BS000584,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,77.4,2.7,Strong,US
REG00019797,SYS0003659,BS000376,GDPR,Processor evidence,Indirect,Medium,Processor evidence evidence pack,80.9,12.5,Strong,LATAM
REG00019798,SYS0010808,BS000179,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,39.7,43.1,Moderate,APAC
REG00019799,SYS0003236,BS000654,Operational Resilience,Impact tolerance,Evidence Only,Low,Impact tolerance evidence pack,79.7,3.9,Strong,US
REG00019800,SYS0001150,BS000053,DORA,Operational resilience testing,Evidence Only,Critical,Operational resilience testing evidence pack,73.9,27.0,Strong,UK
REG00019801,SYS0002850,BS000633,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,24.3,33.9,Strong,EU
REG00019802,SYS0006724,BS000204,PCI-DSS,Segmentation evidence,Indirect,Critical,Segmentation evidence evidence pack,45.2,43.9,Moderate,EU
REG00019803,SYS0011248,BS000007,GDPR,Breach reporting,Watch,Medium,Breach reporting evidence pack,67.5,30.4,Strong,US
REG00019804,SYS0005002,BS000010,SOX,Change evidence,Evidence Only,Critical,Change evidence evidence pack,56.2,42.9,Moderate,Global
REG00019805,SYS0006655,BS000158,SOX,Change evidence,Indirect,Critical,Change evidence evidence pack,42.5,44.5,Moderate,Global
REG00019806,SYS0007106,BS000362,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,81.1,34.1,Strong,EU
REG00019807,SYS0007593,BS000026,SOX,Access attestation,Direct,Critical,Access attestation evidence pack,16.7,44.1,Moderate,US
REG00019808,SYS0005890,BS000552,SOX,Financial reporting control,Direct,Low,Financial reporting control evidence pack,61.8,20.0,Strong,US
REG00019809,SYS0002597,BS000593,Internal Audit,Control evidence,Direct,High,Control evidence evidence pack,60.8,13.4,Strong,EU
REG00019810,SYS0003817,BS000481,SOX,Access attestation,Indirect,Low,Access attestation evidence pack,65.4,22.7,Strong,Global
REG00019811,SYS0002838,BS000030,Operational Resilience,Impact tolerance,Evidence Only,Critical,Impact tolerance evidence pack,56.9,28.4,Strong,US
REG00019812,SYS0009137,BS000618,DORA,ICT risk management,Watch,Medium,ICT risk management evidence pack,56.0,39.1,Moderate,Global
REG00019813,SYS0004154,BS000566,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,71.2,24.6,Strong,US
REG00019814,SYS0011573,BS000223,NIS2,Incident reporting,Indirect,High,Incident reporting evidence pack,45.7,18.7,Strong,APAC
REG00019815,SYS0002749,BS000430,NIS2,Cyber risk governance,Watch,Medium,Cyber risk governance evidence pack,46.4,32.0,Strong,US
REG00019816,SYS0003278,BS000404,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,82.5,13.9,Strong,EU
REG00019817,SYS0009524,BS000091,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,39.6,23.6,Strong,EU
REG00019818,SYS0010907,BS000309,GDPR,Data protection controls,Indirect,Critical,Data protection controls evidence pack,67.7,21.0,Strong,US
REG00019819,SYS0003821,BS000102,HIPAA,Protected data safeguards,Indirect,High,Protected data safeguards evidence pack,46.8,17.8,Strong,UK
REG00019820,SYS0009060,BS000216,DORA,ICT risk management,Direct,Critical,ICT risk management evidence pack,59.2,40.9,Moderate,EU
REG00019821,SYS0009860,BS000586,DORA,ICT risk management,Indirect,Critical,ICT risk management evidence pack,58.3,52.5,Moderate,APAC
REG00019822,SYS0006239,BS000015,HIPAA,Business associate evidence,Indirect,Low,Business associate evidence evidence pack,84.4,0.0,Strong,UK
REG00019823,SYS0004697,BS000159,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,82.2,20.9,Strong,US
REG00019824,SYS0003397,BS000370,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,53.5,54.2,Moderate,US
REG00019825,SYS0001333,BS000047,PCI-DSS,Cardholder data protection,Direct,Critical,Cardholder data protection evidence pack,72.0,16.5,Strong,LATAM
REG00019826,SYS0007220,BS000569,SOX,Change evidence,Direct,High,Change evidence evidence pack,75.5,29.2,Strong,LATAM
REG00019827,SYS0000683,BS000444,DORA,ICT risk management,Indirect,High,ICT risk management evidence pack,57.0,27.6,Strong,US
REG00019828,SYS0005564,BS000071,HIPAA,Business associate evidence,Direct,Medium,Business associate evidence evidence pack,76.8,30.6,Strong,LATAM
REG00019829,SYS0007216,BS000310,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,81.4,31.9,Strong,UK
REG00019830,SYS0000898,BS000457,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,56.0,39.4,Moderate,US
REG00019831,SYS0008112,BS000362,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,59.7,24.5,Strong,EU
REG00019832,SYS0009487,BS000272,DORA,Third-party risk evidence,Watch,High,Third-party risk evidence evidence pack,58.1,26.0,Strong,EU
REG00019833,SYS0009631,BS000390,HIPAA,Business associate evidence,Direct,High,Business associate evidence evidence pack,79.6,15.2,Strong,EU
REG00019834,SYS0004777,BS000391,Operational Resilience,Service mapping,Indirect,Low,Service mapping evidence pack,67.8,18.4,Strong,US
REG00019835,SYS0005216,BS000496,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,70.9,36.3,Moderate,US
REG00019836,SYS0006463,BS000246,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,54.7,22.6,Strong,LATAM
REG00019837,SYS0010623,BS000571,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,73.3,16.0,Strong,Global
REG00019838,SYS0005198,BS000011,DORA,ICT risk management,Watch,High,ICT risk management evidence pack,64.7,6.8,Strong,US
REG00019839,SYS0007947,BS000365,SOX,Financial reporting control,Direct,High,Financial reporting control evidence pack,10.6,55.9,Moderate,Global
REG00019840,SYS0000830,BS000208,PCI-DSS,Cardholder data protection,Direct,Critical,Cardholder data protection evidence pack,36.0,31.3,Strong,EU
REG00019841,SYS0010206,BS000008,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,66.2,20.0,Strong,LATAM
REG00019842,SYS0004485,BS000210,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,45.2,18.4,Strong,EU
REG00019843,SYS0004427,BS000081,SOX,Change evidence,Evidence Only,High,Change evidence evidence pack,80.5,15.7,Strong,US
REG00019844,SYS0000027,BS000444,PCI-DSS,Segmentation evidence,Direct,Low,Segmentation evidence evidence pack,70.4,11.8,Strong,EU
REG00019845,SYS0009010,BS000415,SOX,Change evidence,Indirect,High,Change evidence evidence pack,68.2,20.8,Strong,EU
REG00019846,SYS0009734,BS000446,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,61.5,29.0,Strong,US
REG00019847,SYS0010726,BS000065,DORA,Third-party risk evidence,Evidence Only,High,Third-party risk evidence evidence pack,34.9,24.8,Strong,US
REG00019848,SYS0005116,BS000564,DORA,Third-party risk evidence,Indirect,Critical,Third-party risk evidence evidence pack,47.4,27.1,Strong,EU
REG00019849,SYS0006046,BS000347,Operational Resilience,Impact tolerance,Direct,High,Impact tolerance evidence pack,46.4,8.5,Strong,US
REG00019850,SYS0000295,BS000467,GDPR,Processor evidence,Indirect,Medium,Processor evidence evidence pack,59.0,23.9,Strong,LATAM
REG00019851,SYS0007087,BS000647,GDPR,Processor evidence,Watch,Medium,Processor evidence evidence pack,67.8,0.4,Strong,US
REG00019852,SYS0009627,BS000029,PCI-DSS,Segmentation evidence,Indirect,Medium,Segmentation evidence evidence pack,65.3,30.2,Strong,UK
REG00019853,SYS0002278,BS000313,DORA,Operational resilience testing,Watch,Medium,Operational resilience testing evidence pack,44.7,35.0,Strong,US
REG00019854,SYS0007588,BS000445,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,46.4,15.1,Strong,EU
REG00019855,SYS0005775,BS000662,NIS2,Cyber risk governance,Direct,Medium,Cyber risk governance evidence pack,42.3,21.1,Strong,UK
REG00019856,SYS0006274,BS000208,SOX,Access attestation,Direct,Medium,Access attestation evidence pack,65.6,26.4,Strong,EU
REG00019857,SYS0009800,BS000595,HIPAA,Protected data safeguards,Indirect,Medium,Protected data safeguards evidence pack,60.1,36.4,Moderate,Global
REG00019858,SYS0001780,BS000430,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,87.3,13.8,Strong,EU
REG00019859,SYS0010657,BS000617,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,69.0,24.0,Strong,APAC
REG00019860,SYS0010179,BS000330,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,45.9,34.8,Strong,US
REG00019861,SYS0005591,BS000696,PCI-DSS,Cardholder data protection,Direct,High,Cardholder data protection evidence pack,54.1,34.8,Strong,US
REG00019862,SYS0002275,BS000372,SOX,Change evidence,Direct,High,Change evidence evidence pack,83.3,1.9,Strong,US
REG00019863,SYS0004337,BS000227,DORA,Third-party risk evidence,Direct,Medium,Third-party risk evidence evidence pack,43.9,25.6,Strong,EU
REG00019864,SYS0007117,BS000333,SOX,Financial reporting control,Direct,Medium,Financial reporting control evidence pack,77.5,21.7,Strong,US
REG00019865,SYS0005719,BS000331,GDPR,Breach reporting,Direct,Critical,Breach reporting evidence pack,30.3,34.8,Strong,US
REG00019866,SYS0007949,BS000525,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,22.7,30.3,Strong,APAC
REG00019867,SYS0011040,BS000604,DORA,Third-party risk evidence,Watch,High,Third-party risk evidence evidence pack,40.8,37.2,Moderate,EU
REG00019868,SYS0004613,BS000432,GDPR,Data protection controls,Direct,Critical,Data protection controls evidence pack,38.5,26.5,Strong,APAC
REG00019869,SYS0009059,BS000459,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,56.0,46.5,Moderate,UK
REG00019870,SYS0000235,BS000010,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,59.7,34.3,Strong,LATAM
REG00019871,SYS0008353,BS000250,DORA,Operational resilience testing,Watch,High,Operational resilience testing evidence pack,77.9,47.9,Moderate,EU
REG00019872,SYS0008075,BS000494,GDPR,Data protection controls,Watch,High,Data protection controls evidence pack,34.4,38.4,Moderate,EU
REG00019873,SYS0007222,BS000323,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,56.7,18.5,Strong,EU
REG00019874,SYS0004735,BS000341,GDPR,Data protection controls,Evidence Only,Medium,Data protection controls evidence pack,50.4,14.6,Strong,EU
REG00019875,SYS0007599,BS000603,GDPR,Breach reporting,Indirect,High,Breach reporting evidence pack,64.3,22.7,Strong,EU
REG00019876,SYS0000286,BS000598,DORA,Third-party risk evidence,Evidence Only,High,Third-party risk evidence evidence pack,44.1,29.0,Strong,EU
REG00019877,SYS0003042,BS000319,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,81.0,30.7,Strong,US
REG00019878,SYS0004502,BS000524,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,25.8,39.6,Moderate,LATAM
REG00019879,SYS0009955,BS000170,Internal Audit,Risk acceptance,Watch,High,Risk acceptance evidence pack,60.4,40.3,Moderate,APAC
REG00019880,SYS0001790,BS000551,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,74.5,33.1,Strong,US
REG00019881,SYS0009173,BS000441,Operational Resilience,Service mapping,Direct,Low,Service mapping evidence pack,74.7,7.2,Strong,APAC
REG00019882,SYS0009935,BS000082,HIPAA,Business associate evidence,Watch,Critical,Business associate evidence evidence pack,94.5,22.5,Strong,EU
REG00019883,SYS0008211,BS000703,PCI-DSS,Vulnerability management,Watch,Medium,Vulnerability management evidence pack,49.1,26.3,Strong,EU
REG00019884,SYS0003353,BS000470,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,36.2,29.0,Strong,US
REG00019885,SYS0011047,BS000565,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,45.7,26.1,Strong,APAC
REG00019886,SYS0009575,BS000445,Internal Audit,Control evidence,Evidence Only,High,Control evidence evidence pack,77.7,31.1,Strong,UK
REG00019887,SYS0003567,BS000026,NIS2,Incident reporting,Watch,High,Incident reporting evidence pack,47.5,16.0,Strong,US
REG00019888,SYS0005104,BS000701,SOX,Financial reporting control,Direct,Medium,Financial reporting control evidence pack,57.5,40.4,Moderate,Global
REG00019889,SYS0011924,BS000697,Operational Resilience,Impact tolerance,Direct,High,Impact tolerance evidence pack,79.1,23.9,Strong,EU
REG00019890,SYS0006797,BS000115,Internal Audit,Policy compliance,Evidence Only,Low,Policy compliance evidence pack,59.8,25.0,Strong,UK
REG00019891,SYS0008196,BS000011,DORA,Operational resilience testing,Evidence Only,High,Operational resilience testing evidence pack,49.5,44.7,Moderate,US
REG00019892,SYS0004887,BS000180,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,66.3,33.4,Strong,US
REG00019893,SYS0000333,BS000690,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,74.4,21.0,Strong,APAC
REG00019894,SYS0003230,BS000422,NIS2,Incident reporting,Direct,Medium,Incident reporting evidence pack,50.1,27.5,Strong,UK
REG00019895,SYS0002094,BS000237,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,37.8,27.7,Strong,EU
REG00019896,SYS0005189,BS000132,GDPR,Breach reporting,Evidence Only,Low,Breach reporting evidence pack,69.2,27.8,Strong,US
REG00019897,SYS0003389,BS000174,Operational Resilience,Impact tolerance,Direct,High,Impact tolerance evidence pack,47.6,38.5,Moderate,US
REG00019898,SYS0006792,BS000188,Operational Resilience,Service mapping,Direct,Medium,Service mapping evidence pack,65.2,12.2,Strong,UK
REG00019899,SYS0002100,BS000174,PCI-DSS,Segmentation evidence,Watch,Critical,Segmentation evidence evidence pack,32.6,53.5,Moderate,APAC
REG00019900,SYS0001649,BS000422,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,74.4,27.2,Strong,UK
REG00019901,SYS0000520,BS000661,DORA,Third-party risk evidence,Direct,Low,Third-party risk evidence evidence pack,52.8,6.0,Strong,UK
REG00019902,SYS0008815,BS000630,HIPAA,Business associate evidence,Watch,Critical,Business associate evidence evidence pack,71.8,43.1,Moderate,UK
REG00019903,SYS0005254,BS000162,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,78.6,13.5,Strong,APAC
REG00019904,SYS0004555,BS000708,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,77.8,18.5,Strong,EU
REG00019905,SYS0007870,BS000191,PCI-DSS,Cardholder data protection,Direct,High,Cardholder data protection evidence pack,39.9,37.9,Moderate,EU
REG00019906,SYS0006568,BS000347,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,51.2,28.6,Strong,EU
REG00019907,SYS0003621,BS000417,PCI-DSS,Cardholder data protection,Direct,High,Cardholder data protection evidence pack,57.3,42.1,Moderate,Global
REG00019908,SYS0004231,BS000632,PCI-DSS,Segmentation evidence,Direct,Low,Segmentation evidence evidence pack,51.1,1.2,Strong,EU
REG00019909,SYS0001317,BS000323,SOX,Access attestation,Watch,High,Access attestation evidence pack,61.3,27.7,Strong,UK
REG00019910,SYS0011240,BS000534,HIPAA,Business associate evidence,Indirect,Critical,Business associate evidence evidence pack,58.5,44.6,Moderate,APAC
REG00019911,SYS0005313,BS000682,Operational Resilience,Impact tolerance,Direct,Medium,Impact tolerance evidence pack,60.5,29.3,Strong,UK
REG00019912,SYS0004745,BS000418,DORA,Third-party risk evidence,Indirect,Critical,Third-party risk evidence evidence pack,33.6,37.5,Moderate,US
REG00019913,SYS0002364,BS000703,PCI-DSS,Vulnerability management,Evidence Only,High,Vulnerability management evidence pack,65.4,20.6,Strong,APAC
REG00019914,SYS0003993,BS000512,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,67.9,26.8,Strong,EU
REG00019915,SYS0000650,BS000320,SOX,Access attestation,Indirect,High,Access attestation evidence pack,50.1,25.4,Strong,APAC
REG00019916,SYS0005791,BS000564,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,22.8,41.5,Moderate,APAC
REG00019917,SYS0009204,BS000357,Operational Resilience,Scenario testing,Indirect,Critical,Scenario testing evidence pack,48.4,34.7,Strong,Global
REG00019918,SYS0007346,BS000696,PCI-DSS,Cardholder data protection,Indirect,Medium,Cardholder data protection evidence pack,76.1,14.4,Strong,EU
REG00019919,SYS0002737,BS000040,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,70.3,34.6,Strong,LATAM
REG00019920,SYS0003750,BS000231,GDPR,Breach reporting,Watch,High,Breach reporting evidence pack,38.7,50.7,Moderate,US
REG00019921,SYS0006583,BS000569,GDPR,Breach reporting,Watch,Medium,Breach reporting evidence pack,31.9,22.0,Strong,LATAM
REG00019922,SYS0011254,BS000543,GDPR,Breach reporting,Watch,Critical,Breach reporting evidence pack,61.7,63.1,Moderate,EU
REG00019923,SYS0009099,BS000224,GDPR,Breach reporting,Evidence Only,High,Breach reporting evidence pack,12.9,37.0,Moderate,US
REG00019924,SYS0005621,BS000410,SOX,Change evidence,Direct,High,Change evidence evidence pack,64.2,29.5,Strong,Global
REG00019925,SYS0004258,BS000412,PCI-DSS,Segmentation evidence,Indirect,Low,Segmentation evidence evidence pack,69.9,17.8,Strong,APAC
REG00019926,SYS0006384,BS000097,DORA,Operational resilience testing,Indirect,Medium,Operational resilience testing evidence pack,32.7,32.1,Strong,UK
REG00019927,SYS0009373,BS000478,DORA,ICT risk management,Evidence Only,Medium,ICT risk management evidence pack,80.3,18.0,Strong,EU
REG00019928,SYS0011428,BS000533,Operational Resilience,Impact tolerance,Evidence Only,High,Impact tolerance evidence pack,50.4,26.5,Strong,EU
