signal_id,signal_date,signal_type,vendor,product,market_theme,description,severity,likelihood,time_horizon_months,mapped_system_count,estimated_cost_impact_eur,recommended_watch_action,confidence
SIG00010659,2025-09-15,Open Source Alternative,VMware,NSX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.442,25,214,4681351.78,Validate controls,0.717
SIG00010660,2024-03-17,Regulatory Change,Red Hat,OpenShift,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.648,10,255,1082089.47,Prepare negotiation,0.829
SIG00010661,2024-11-03,Open Source Alternative,Oracle,Oracle Database,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.749,60,317,6163449.37,Assess replacement option,0.923
SIG00010662,2025-07-11,Threat Trend,Open Source,PostgreSQL,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.502,39,294,11105519.88,Prepare negotiation,0.442
SIG00010663,2024-07-15,Open Source Alternative,Oracle,WebLogic,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.606,9,119,946870.8,Monitor,0.834
SIG00010664,2025-04-14,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.471,32,53,364538.0,Model scenario,0.674
SIG00010665,2025-03-15,AI-Native Shift,Red Hat,RHEL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.424,10,429,7496575.95,Model scenario,0.678
SIG00010666,2024-08-11,Vendor Consolidation,VMware,NSX,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.677,44,245,20375239.69,Assess replacement option,0.633
SIG00010667,2026-05-03,AI-Native Shift,Custom,Legacy Java Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.654,6,430,22376221.61,Prepare negotiation,0.827
SIG00010668,2024-07-13,AI-Native Shift,Custom,AI-Native Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.806,52,209,27762872.83,Validate controls,0.652
SIG00010669,2026-03-14,Vendor Consolidation,IBM,MQ,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.44,42,232,33579979.38,Model scenario,0.506
SIG00010670,2025-08-05,Threat Trend,Microsoft,Windows Server,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.78,15,362,1353974.13,Prepare negotiation,0.634
SIG00010671,2024-11-06,Open Source Alternative,Red Hat,OpenShift,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.253,39,167,2788876.94,Monitor,0.674
SIG00010672,2024-04-05,Quantum Crypto Horizon,IBM,AIX,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,5,0.75,16,280,12070606.38,Model scenario,0.895
SIG00010673,2024-06-17,AI-Native Shift,Open Source,Kafka,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.666,39,247,22195898.05,Monitor,0.78
SIG00010674,2024-05-09,AI-Native Shift,Microsoft,SQL Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.44,47,563,3246962.04,Validate controls,0.552
SIG00010675,2025-01-08,Talent Scarcity,Open Source,PostgreSQL,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.427,36,356,57550171.25,Prepare negotiation,0.854
SIG00010676,2024-08-26,Regulatory Change,SAP,S/4HANA,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.457,11,100,3421018.5,Prepare negotiation,0.661
SIG00010677,2025-11-03,Pricing Shock,Red Hat,OpenShift,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.89,31,94,9750416.76,Monitor,0.813
SIG00010678,2024-11-04,Ecosystem Decline,Custom,Legacy Java Application,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.316,4,195,1932360.53,Validate controls,0.784
SIG00010679,2025-01-17,Pricing Shock,SAP,ECC,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.624,40,212,470862.1,Model scenario,0.902
SIG00010680,2025-04-28,Pricing Shock,VMware,vCenter,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.077,26,462,23768302.66,Escalate to board pack,0.673
SIG00010681,2024-06-26,Pricing Shock,IBM,FileNet,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.826,15,248,6239684.67,Validate controls,0.697
SIG00010682,2024-02-04,Open Source Alternative,SAP,BusinessObjects,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.484,41,172,4106278.55,Monitor,0.431
SIG00010683,2025-10-18,Talent Scarcity,Microsoft,Windows Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.492,30,129,696829.14,Assess replacement option,0.68
SIG00010684,2024-01-01,Pricing Shock,Oracle,WebLogic,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.426,44,287,1950630.14,Model scenario,0.763
SIG00010685,2024-05-13,AI-Native Shift,IBM,WebSphere Application Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.376,42,292,4880477.84,Monitor,0.936
SIG00010686,2025-07-10,Open Source Alternative,Open Source,Kafka,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.714,21,151,16259087.46,Prepare negotiation,0.499
SIG00010687,2026-05-31,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.65,9,70,4251687.63,Model scenario,0.873
SIG00010688,2026-05-12,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.397,58,301,12483221.1,Prepare negotiation,0.429
SIG00010689,2025-02-07,Threat Trend,Red Hat,OpenShift,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.533,39,300,13697570.98,Prepare negotiation,0.582
SIG00010690,2024-07-19,Threat Trend,Open Source,PostgreSQL,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.788,25,411,34570097.97,Monitor,0.523
SIG00010691,2025-01-09,Threat Trend,VMware,NSX,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.292,39,111,9145603.03,Monitor,0.641
SIG00010692,2024-02-05,AI-Native Shift,SAP,S/4HANA,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.791,49,255,21652309.09,Monitor,0.653
SIG00010693,2025-07-27,Regulatory Change,SAP,S/4HANA,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.476,33,161,12781532.03,Model scenario,0.608
SIG00010694,2026-01-08,Pricing Shock,Broadcom,CA Identity Manager,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.709,35,138,7015253.37,Prepare negotiation,0.662
SIG00010695,2024-06-26,Vendor Consolidation,Open Source,PostgreSQL,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.701,27,242,5532494.34,Assess replacement option,0.586
SIG00010696,2026-01-09,Pricing Shock,Open Source,Kubernetes,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.508,40,96,1694426.24,Monitor,0.763
SIG00010697,2024-04-19,Vendor Consolidation,SAP,HANA,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.488,40,218,2963461.61,Model scenario,0.813
SIG00010698,2026-03-18,AI-Native Shift,IBM,WebSphere Application Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.607,37,328,6950785.63,Model scenario,0.693
SIG00010699,2024-11-02,Pricing Shock,IBM,Cognos Analytics,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.422,9,222,56725018.14,Escalate to board pack,0.575
SIG00010700,2026-03-07,Regulatory Change,SAP,PI/PO,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.64,50,203,7061149.11,Assess replacement option,0.763
SIG00010701,2025-01-19,Threat Trend,IBM,FileNet,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.611,46,190,8004742.7,Assess replacement option,0.893
SIG00010702,2025-01-02,Regulatory Change,Broadcom,CA Identity Manager,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.479,30,54,1488438.65,Escalate to board pack,0.733
SIG00010703,2025-05-23,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.443,27,88,1193717.12,Model scenario,0.599
SIG00010704,2026-03-22,Threat Trend,IBM,MQ,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.197,19,273,40248147.65,Model scenario,0.314
SIG00010705,2024-07-17,Open Source Alternative,IBM,WebSphere Application Server,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.476,56,539,15894046.16,Prepare negotiation,0.749
SIG00010706,2025-04-27,Threat Trend,SAP,ECC,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.446,29,510,2606078.15,Prepare negotiation,0.504
SIG00010707,2024-06-15,Ecosystem Decline,Custom,Mainframe Integration Service,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.318,48,232,37362512.85,Assess replacement option,0.527
SIG00010708,2025-01-11,Ecosystem Decline,Microsoft,SQL Server,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.763,17,587,25550162.56,Model scenario,0.684
SIG00010709,2024-03-01,AI-Native Shift,SAP,S/4HANA,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.697,3,239,12112619.79,Assess replacement option,0.969
SIG00010710,2024-10-02,Open Source Alternative,Red Hat,RHEL,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.6,11,481,6649174.55,Prepare negotiation,0.888
SIG00010711,2025-02-08,AI-Native Shift,IBM,FileNet,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.426,59,265,2846217.12,Validate controls,0.825
SIG00010712,2025-07-05,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.761,20,235,11823767.1,Model scenario,0.805
SIG00010713,2025-10-21,Open Source Alternative,Custom,Legacy Java Application,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.38,47,80,7395767.66,Model scenario,0.841
SIG00010714,2025-05-10,Regulatory Change,IBM,FileNet,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.346,27,244,17356220.99,Model scenario,0.819
SIG00010715,2025-04-22,Regulatory Change,Red Hat,RHEL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.41,29,488,36196921.65,Assess replacement option,0.788
SIG00010716,2026-01-03,Talent Scarcity,IBM,Db2,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.755,58,331,7667613.78,Validate controls,0.662
SIG00010717,2025-03-11,Open Source Alternative,IBM,WebSphere Application Server,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.796,29,318,21421205.43,Assess replacement option,0.874
SIG00010718,2025-11-24,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.739,22,242,45849283.13,Model scenario,0.95
SIG00010719,2025-03-01,AI-Native Shift,Custom,Legacy Java Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.72,3,215,3311074.62,Assess replacement option,0.842
SIG00010720,2024-03-12,Talent Scarcity,Microsoft,SQL Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.656,40,169,680707.38,Monitor,0.744
SIG00010721,2024-08-12,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.711,29,39,1489877.44,Monitor,0.598
SIG00010722,2025-10-03,Talent Scarcity,SAP,ECC,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.679,16,358,7968987.14,Monitor,0.771
SIG00010723,2026-04-13,AI-Native Shift,SAP,ECC,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.397,23,232,73510139.48,Prepare negotiation,0.891
SIG00010724,2024-03-20,Talent Scarcity,Broadcom,CA Identity Manager,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.463,38,64,21079863.64,Assess replacement option,0.688
SIG00010725,2024-02-11,Quantum Crypto Horizon,SAP,PI/PO,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.605,16,131,3121586.41,Escalate to board pack,0.827
SIG00010726,2024-06-05,Threat Trend,Broadcom,CA Identity Manager,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.604,38,120,429171.16,Prepare negotiation,0.78
SIG00010727,2026-06-21,Threat Trend,Broadcom,CA Identity Manager,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.854,16,69,18005198.63,Escalate to board pack,0.834
SIG00010728,2026-02-09,Vendor Consolidation,IBM,FileNet,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.322,33,266,1085624.1,Prepare negotiation,0.642
SIG00010729,2024-02-09,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.557,42,230,15194688.73,Escalate to board pack,0.637
SIG00010730,2025-09-17,Vendor Consolidation,VMware,vCenter,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.179,20,406,7491091.76,Assess replacement option,0.823
SIG00010731,2025-06-18,Pricing Shock,IBM,Tivoli / Spectrum Protect,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.726,54,44,557869.87,Prepare negotiation,0.75
SIG00010732,2025-02-17,Ecosystem Decline,Open Source,PostgreSQL,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.773,48,314,51789139.75,Assess replacement option,0.769
SIG00010733,2025-03-12,Quantum Crypto Horizon,VMware,NSX,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.469,43,225,3068691.79,Assess replacement option,0.636
SIG00010734,2024-06-15,Pricing Shock,VMware,vCenter,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.498,57,95,540442.36,Validate controls,0.545
SIG00010735,2024-04-12,Threat Trend,Oracle,Oracle Database,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.759,58,491,8945881.39,Model scenario,0.849
